base_address,base_name,base_symbol,chain,dex,fdv,liquidity_usd,pair_address,pair_created_at,price_native,price_usd,quote_address,quote_symbol,volume_24h
0x0709F39376dEEe2A2dfC94A58EdEb2Eb9DF012bD,USDT,USDT,abstract,aborean,4931978,3412490.24,0xB3cF80E7E3988705E45F5EA1Cf0Be8a50fA8Af17,1759886595000,0.9999,0.9999,0x84A71ccD554Cc1b02749b35d22F684CC8ec987e1,USDC.e,441557.45
0x0709F39376dEEe2A2dfC94A58EdEb2Eb9DF012bD,USDT,USDT,abstract,abstractswap,4931978,1124550.04,0xf9b8af78cfDEaDB502A0B9D3D5712FfcdE707860,1738450133000,0.9999,0.9999,0x84A71ccD554Cc1b02749b35d22F684CC8ec987e1,USDC.e,126438.83
usdt.tether-token.near,Tether USD,USDt,near,rhea-finance,526114351,1168193.63,refv1-6416,1748338441000,1.0002725,1.00027,17208628f84f5d6ad33f0da3bbbeb27ffcb398eac501a31bd6ad2011e36133a1,USDC,95319.8
0xfde4C96c8593536E31F229EA8f37b2ADa2699bb2,Tether USD,USDT,base,pancakeswap,24048098,389899.02,0x5f07bb9fEE6062e9D09A52E6d587c64bAD6bA706,1722357677000,0.9989,0.9989,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,USDC,102704.07
0x0709F39376dEEe2A2dfC94A58EdEb2Eb9DF012bD,USDT,USDT,abstract,aborean,4931465,3985786.81,0x5F41a8205a5Be2aA317c562E456E3b1231d3518F,1759525379000,0.9998,0.9998,0x84A71ccD554Cc1b02749b35d22F684CC8ec987e1,USDC.e,131262.57
ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,Tether USD,USDT,osmosis,osmosis,190051887326,123758.27,1220-ibc_4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB-ibc_498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,1696252492000,0.9998,0.9998,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,USDC,23102.42
0x0B38e83B86d491735fEaa0a791F65c2B99535396,Tether USD,USDT,flare,sparkdex,2703316,999706.31,0xE1D25fc5fD9a961Cc924eA701D15C74571Bfd6A9,1745937391000,0.9996,0.9996,0xe7cd86e13AC4309349F30B3435a9d337750fC82D,USD₮0,21191.78
9UiUUZp3fj2WU9BN43RdNssi4fPod5iNwE72KX4jdpww,USDT,USDT.w,solana,raydium,792736335,166178.31,TqUezDHePPyypwcwPradaBgNYTgUCGY1sSg5Mzq4g8u,1764176049000,0.007055,0.9973,So11111111111111111111111111111111111111112,SOL,9055.16
TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,Tether USD,USDT,tron,sunswap,80495010422,1247960.17,TR4fHizLc7xCy6v1UVdTqLxYzTW1QHCds6,1643684067000,0.9999,0.9999,TUpMhErZL2fhh4sVNULAbNKLokS4GjC1F4,TUSD,644.64
factory/osmo1em6xs47hd82806f5cxgyufguxrrc7l0aqx7nzzptjuqgswczk8csavdxek/alloyed/allUSDT,Tether USD,USDT,osmosis,osmosis,190058005156,143436.64,1835-factory_osmo1em6xs47hd82806f5cxgyufguxrrc7l0aqx7nzzptjuqgswczk8csavdxek_alloyed_allUSDT-ibc_498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,1717713225000,0.9999,0.9999,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,USDC,14844.31
0xf55BEC9cafDbE8730f096Aa55dad6D22d44099Df,Tether USD,USDT,scroll,ambient,12378111,740708.69,0x06eFdBFf2a14a7c8E15944D1F4A48F9F95F663A4-0xf55BEC9cafDbE8730f096Aa55dad6D22d44099Df-420,,1.00003972,1.000039,0x06eFdBFf2a14a7c8E15944D1F4A48F9F95F663A4,USDC,56412.69
0x0B38e83B86d491735fEaa0a791F65c2B99535396,Tether USD,USDT,flare,blazeswap,2712443,237006.67,0xdF4b31b81D59EcA0CFc30ecb2beb36EAEbaf7A49,1723292177000,76.7611,1.0030,0x1D80c49BbBCd1C0911346656B529DF9E5c2F783d,WFLR,6192.15
0xfde4C96c8593536E31F229EA8f37b2ADa2699bb2,Tether USD,USDT,base,quickswap,22246499,106737.24,0xd30B9fA98713425c0302593d7F8F094be31E9710,1752581139000,0.9988,0.9988,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,USDC,21504.63
usdt.tether-token.near,Tether USD,USDt,near,rhea-finance,526026318,875693.94,refv1-5516:1,1729285711000,1.0001052,1.00010,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,USDT.e,4619.81
8jqAwkmdL2uRnxCRA8ZVS9o5U6uPQe8go4YzPQUf3yjB,Tether ,USDT ,solana,raydium,185791008461,2153607.17,JBJ8JkLXQSy1UpRqhL2wsos2Ra6PeVkiNTtp3Womad32,1764062400000,1.0005001,1.00050,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,315432.41
0x6047828dc181963ba44974801FF68e538dA5eaF9,Tether USD,USDT,sonic,shadow-exchange,1186459,157227.91,0x9053fE060f412ad5677f934F89e07524343eE8E7,1739246650000,1.0002436,1.00024,0x29219dd400f2Bf60E5a23d13Be72B486D4038894,USDC,5520.66
0xfde4C96c8593536E31F229EA8f37b2ADa2699bb2,Tether USD,USDT,base,uniswap,23982354,111465.68,0x82ccD0de0293CCBD2184901a69fdc2dd8073320E,1738451247000,0.9962,0.9962,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,USDC,1450.74
0xb88339CB7199b77E23DB6E890353E22632Ba630f,USDC,USDC,hyperevm,prjx,49927575,4300324.58,0x6c9A33E3b592C0d65B3Ba59355d5Be0d38259285,1758026880000,0.03557,1.00076,0x5555555555555555555555555555555555555555,WHYPE,18354441.85
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,USDC,pulsechain,pulsex,31052574,101732.94,0x6444456960C3f95b5b408f4d9E00220643f06F94,1683944275000,51.3698,0.001090,0xA1077a294dDE1B09bB078844df40758a5D0f9a27,WPLS,40481.16
0xb88339CB7199b77E23DB6E890353E22632Ba630f,USDC,USDC,hyperevm,ramses,49907355,1550418.57,0x46abBdfC675ffa9dDf032c64FEE363745204E63e,1762531800000,0.9998,1.00036,0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb,USD₮0,6680401.23
0xb88339CB7199b77E23DB6E890353E22632Ba630f,USDC,USDC,hyperevm,hybra-finance,49914599,218757.67,0x7319aC5bB90164191bD236c16000fa3f1c29E456,1760864640000,0.9998,1.00050,0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb,USD₮0,2364117.82
0xb88339CB7199b77E23DB6E890353E22632Ba630f,USDC,USDC,hyperevm,ramses,49922381,291557.92,0x5a177cF0EfFB7e0e7115D792E587c1A5a9CbC9D4,1762549500000,0.03558,1.00066,0x5555555555555555555555555555555555555555,WHYPE,1494369.07
0xe15fC38F6D8c56aF07bbCBe3BAf5708A2Bf42392,USDC,USDC,seiv2,dragonswap,73464249,5297909.25,0xcca2352200a63eb0Aaba2D40BA69b1d32174F285,1753355679000,7.2697,1.0032,0xE30feDd158A2e3b13e9badaeABaFc5516e95e8C7,WSEI,3095978.39
0x176211869cA2b568f2A7D4EE941E073a821EE1ff,USDC,USDC,linea,etherex,47618263,484475.04,0x35521ec62d91375AC9510d1FeEFe254b4B582EA0,1753741301000,0.9997,0.9997,0xA219439258ca9da29E9Cc4cE5596924745e12B93,USDT,659359.3
0xbae207659db88bea0cbead6da0ed00aac12edcdda169e591cd41c94180b46f3b,USDC,USDC,aptos,thala,319607553,103316.36,0xa928222429caf1924c944973c2cd9fc306ec41152ba4de27a001327021a4dff7-0xa-0xbae207659db88bea0cbead6da0ed00aac12edcdda169e591cd41c94180b46f3b,1740951796000,0.5296,1.0010,0xa,APT,75640.11
0xcebA9300f2b948710d2653dD7B07f33A8B32118C,USDC,USDC,celo,uniswap,39935097,2347736.64,0x1a810e0B6c2dd5629AFa2f0c898b9512C6F78846,1711646998000,0.9998,0.9998,0x48065fbBE25f71C9282ddf5e1cD6D6A887483D5e,USD₮,1660863.79
0x080f7A005834c84240F25B2Df4AED8236bd57812,USDC,USDC,pulsechain,pulsex,113824,22699.21,0x0B3D01Dfd8B45C43695ba11547b459D55714f2a4,1738484555000,5.3602,0.0001138,0xA1077a294dDE1B09bB078844df40758a5D0f9a27,WPLS,92.61
0xb88339CB7199b77E23DB6E890353E22632Ba630f,USDC,USDC,hyperevm,prjx,49846793,1417531.05,0x94291BEA4c3aC9dBE81615083BB9A028722eeBeC,1758031740000,0.9998,0.9991,0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb,USD₮0,2803930.58
0xb88339CB7199b77E23DB6E890353E22632Ba630f,USDC,USDC,hyperevm,kittenswap,49933401,231703.35,0x12Df9913E9E08453440e3C4B1aE73819160b513E,1758032219000,0.03559,1.00088,0x5555555555555555555555555555555555555555,WHYPE,545978.67
0xcebA9300f2b948710d2653dD7B07f33A8B32118C,USDC,USDC,celo,velodrome,39760166,74943.11,0xA70c1084b65c6f259f698C050b983B925Fe30e08,,5.7310,0.9954,0x471EcE3750Da237f93B8E339c536989b8978a438,CELO,628808.96
0xcebA9300f2b948710d2653dD7B07f33A8B32118C,USDC,USDC,celo,velodrome,39934862,139477.51,0x953f87a2C26344d4A667a640758A1Fa038eEA80E,,0.9998,0.9998,0x48065fbBE25f71C9282ddf5e1cD6D6A887483D5e,USD₮,348905.95
0xe15fC38F6D8c56aF07bbCBe3BAf5708A2Bf42392,USDC,USDC,seiv2,dragonswap,73235391,1982949.56,0x8b7bC59c92f77980d1120406a173D7C611060DA3,1753308216000,1.00009544,1.000095,0x3894085Ef7Ff0f0aeDf52E2A2704928d1Ec074F1,USDC.n,55252.84
0xb88339CB7199b77E23DB6E890353E22632Ba630f,USDC,USDC,hyperevm,hyperswap,49905286,207141.56,0xe712D505572b3f84C1B4deB99E1BeAb9dd0E23c9,1758029520000,0.03559,1.00031,0x5555555555555555555555555555555555555555,WHYPE,205979.15
0xcebA9300f2b948710d2653dD7B07f33A8B32118C,USDC,USDC,celo,uniswap,39936309,204372.1,0x34757893070B0FC5de37AaF2844255fF90F7F1E0,1708729634000,0.9998,0.9998,0x765DE816845861e75A25fCA122bb6898B8B1282a,cUSD,64667.05
0x2D270e6886d130D724215A266106e6832161EAEd,USDC,USDC,ink,velodrome,31384960,414203.16,0x62C92624B8583156FC9345A7a0ED8a1F6A9Ad848,,0.9997,0.9980,0x0200C29006150606B650577BBE7B6248F58470c1,USD₮0,331077.47
ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,USD Coin,USDC,osmosis,osmosis,59300000,350758.9,1212-ibc_D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858-ibc_498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,1695016067000,1.0000,1.00,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,USDC,195143.95
0x5e156f1207d0ebfa19a9eeff00d62a282278fb8719f4fab3a586a0a2c0fffbea::coin::T,USD Coin,USDC,aptos,thala,558590,959724.12,thala-5,1680211990000,1.0008673,1.00086,0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC,USDC,2805.93
0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC,USD Coin,USDC,aptos,liquidswap,4025930,262148.4,liquidswapv0p5-16,1677850553000,0.9996,0.9996,0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDT,USDT,2729.94
ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,USD Coin,USDC,osmosis,osmosis,59305416,110338.82,1223-ibc_D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858-ibc_498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,1696542878000,1.00009132,1.000091,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,USDC,72081.05
5553444300000000000000000000000000000000.rGm7WCVp9gb4jZHWTEtGUr4dd74z2XuWhE,USDC,USDC,xrpl,xrpl,8254176,607282.96,5553444300000000000000000000000000000000.rGm7WCVp9gb4jZHWTEtGUr4dd74z2XuWhE_XRP,1744160601000,0.4734,0.9998,XRP,XRP,67765.23
0x176211869cA2b568f2A7D4EE941E073a821EE1ff,USDC,USDC,linea,etherex,47620962,5840788.72,0x8418e91cf8Cbf7Dd37B6492e23Bec75D0F4D81D8,,0.9998,0.9998,0xA219439258ca9da29E9Cc4cE5596924745e12B93,USDT,456446.13
0xb73603C5d87fA094B7314C74ACE2e64D165016fb,USD Coin,USDC,manta,quickswap,2163848,1576305.33,0x462609C41ca27bD4240778c53c0908542B59B972,1699268989000,1.00004480,1.000044,0xf417F5A458eC102B90352F697D6e2Ac3A3d2851f,USDT,5771.31
0x000000000000000000000000000000000006f89a,USD Coin,USDC,hedera,saucerswap,447368201,730981.5,0x27784a45fDEE4d8f355237a4E92f259c1D7D7617,1699464324000,0.9941,0.9941,0x0000000000000000000000000000000000101Ae3,USDC[hts],89000.04
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,USDC,pulsechain,pulsex,30648136,8470872.49,0xC636bfE0bAe34824380B4E26Bc34e4614e55e483,1685325445000,0.02276,0.001076,0xCc78A0acDF847A2C1714D2A925bB4477df5d48a6,ATROPA,17633.5
0x176211869cA2b568f2A7D4EE941E073a821EE1ff,USDC,USDC,linea,lynex,47620514,192334.01,0x6E9AD0B8A41E2c148e7B0385d3EcBFDb8A216a9B,,0.9998,0.9998,0xA219439258ca9da29E9Cc4cE5596924745e12B93,USDT,63595.33
0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,USD Coin,USDC,mantle,merchantmoe,35926153,178835.04,0x48C1A89af1102Cad358549e9Bb16aE5f96CddFEc,1712670334000,1.0000,1.00,0x201EBa5CC46D216Ce6DC03F6a759e8E766e956aE,USDT,129347.09
0x1d17CBcF0D6D143135aE902365D2E5e2A16538D4,USDC,USDC,zksync,oku,24562907,105678.52,0xeEcB86c38c4667b46487255F41c6904DF3D76F8F,1718296889000,0.0003014,0.9979,0x5AEa5775959fBC2557Cc8789bC1bf90A239D9a91,WETH,22097.87
0x311935Cd80B76769bF2ecC9D8Ab7635b2139cf82,Solana,SOL,base,uniswap,6888723,505132.64,0x4c598eD2D67D2f189263f70cf4573c5c1e6718b3,1764724473000,2726.5802,137.78,0x1111111111166b7FE7bd91427724B487980aFc69,ZORA,36729.12
0x570A5D26f7765Ecb712C0924E4De545B89fD43dF,SOLANA,SOL,bsc,pancakeswap,207260852,3105926.13,0xbFFEc96e8f3b5058B1817c14E4380758Fada01EF,1702258312000,0.1533,138.18,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,4258570.92
0x0Ef8DF91069Be9483859C86937cBA7a1D31713cb,SolanaZeroLayer,SOL,bsc,pancakeswap,3389322865,2846.88,0x52db7C956270BD05B0375C912A44903A60a2A92f,1752511394000,138.1072,138.10,0x55d398326f99059fF775485246999027B3197955,USDT,641.48
0x0Ef8DF91069Be9483859C86937cBA7a1D31713cb,SolanaZeroLayer,SOL,bsc,uniswap,3284867941,1335.3,0xa620DB64D7d93dc0a7F17634C998CFB501bfea7c,1753310201000,1.0001388,133.85,0x570A5D26f7765Ecb712C0924E4De545B89fD43dF,SOL,612.78
factory/osmo1n3n75av8awcnw4jl62n3l48e6e4sxqmaf97w5ua6ddu4s475q5qq9udvx4/alloyed/allSOL,Solana,SOL,osmosis,osmosis,84775165862,112984.96,3117-factory_osmo1n3n75av8awcnw4jl62n3l48e6e4sxqmaf97w5ua6ddu4s475q5qq9udvx4_alloyed_allSOL-ibc_498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,1755249472000,137.8299,137.82,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,USDC,16834.65
ibc-A8B0B746B5AB736C2D8577259B510D56B8AF598008F68041E3D634BCDE72BE97,Solana,SOL,injective,helix,225882,0,0xd9089235d2c1b07261cbb2071f4f5a7f92fa1eca940e3cad88bb671c288a972f,,138.1200,138.12,peggy0xdAC17F958D2ee523a2206206994597C13D831ec7,USDT,48875.97
0x873301F2B4B83FeaFF04121B68eC9231B29Ce0df,SOLANA,SOL,pulsechain,pulsex,182431,27840.7,0x30fe90B1ad644970C48a6B5886EC39B1e3df97Ee,1738492765000,8.6009,0.0001824,0xA1077a294dDE1B09bB078844df40758a5D0f9a27,WPLS,3708.04
DTRk5rrMu2DFNrDoM6KzVxytYX3T82dTxyXezM1pSk5G,Solana,SOL,solana,raydium,3138965,1501322.75,AZrFQYbGsKDepAWbFFchBGATWWARqvGi3sgSczraQa4b,1764940134000,136.4767,136.47,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,119473.47
0xd93f7E271cB87c23AaA73edC008A79646d1F9912,Wrapped SOL,SOL,polygon,uniswap,4451000,280371.69,0x019C29d5C97f8CBAa67013E2Cf4b6506a5cf183a,1704381017000,0.04174,138.54,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,80750.08
factory/osmo1n3n75av8awcnw4jl62n3l48e6e4sxqmaf97w5ua6ddu4s475q5qq9udvx4/alloyed/allSOL,Solana,SOL,osmosis,osmosis,85150410357,65276.21,2054-factory_osmo1n3n75av8awcnw4jl62n3l48e6e4sxqmaf97w5ua6ddu4s475q5qq9udvx4_alloyed_allSOL-factory_osmo1z6r6qdknhgsc0zeracktgpcxf43j6sekq07nw8sxduc9lg0qjjlqfu25e3_alloyed_allBTC,1723883697000,0.001493,138.43,factory/osmo1z6r6qdknhgsc0zeracktgpcxf43j6sekq07nw8sxduc9lg0qjjlqfu25e3/alloyed/allBTC,BTC,30413.35
0x2bcC6D6CdBbDC0a4071e48bb3B969b06B3330c07,Wrapped SOL,SOL,arbitrum,camelot,10174806,194234.51,0x622B5186384783BB805c12A808cCF07F41DE1Ff0,,137.9482,137.95,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,USDC,29625.06
0x2bcC6D6CdBbDC0a4071e48bb3B969b06B3330c07,Wrapped SOL,SOL,arbitrum,uniswap,10186319,170285.34,0x3B7C8de2Cf66059b85025F170b58CAD84d361Fe1,1703211082000,138.1390,138.11,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,USDC,30948.34
0xc9DE0F3e08162312528FF72559db82590b481800,SOL,SOL,cronos,vvsfinance,6671819,135530.48,0x326d947eE700bb99A952ffB2f7758bBA8BA08DF0,1650277785000,1306.1829,137.81,0x5C7F8A570d578ED84E63fdFA7b1eE72dEae1AE23,WCRO,9733.84
0x634608ed64c61CA9e741F8095193c0bFa0FA19Cc,Solana,SOL,avalanche,traderjoe,431513,697128.3,0x1e99E3A1eB5FdF26893028c21aD9E5eE868D01D7,1754513367000,9.4900,138.56,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,WAVAX,18050.16
1000752,Solana (Moonbeam Wormhole),SOL,polkadot,hydration,1879266,66400577.37,0x6d6f646c6f6d6e69706f6f6c0000000000000000000000000000000000000000-1-1000752,,9.5106,138.31,1,H2O,157187.48
0x634608ed64c61CA9e741F8095193c0bFa0FA19Cc,Solana,SOL,avalanche,blackhole,430195,1044674.69,0x69307c779700DE6EC88aBe6f15a118E800429d01,,9.4731,138.13,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,WAVAX,6676.06
22.contract.portalbridge.near,Wrapped SOL,SOL,near,rhea-finance,219712,113818.45,refv1-5965,1739980501000,76.1692,137.94,wrap.near,wNEAR,915.86
0x311935Cd80B76769bF2ecC9D8Ab7635b2139cf82,Solana,SOL,base,pancakeswap,6904238,8451.04,0xab07dE353E15b80fa3B4224D5C8fDF3Ac9F50670,1764906365000,0.04157,138.10,0x4200000000000000000000000000000000000006,WETH,123131.84
0x225B86198ba36321a8A840291416aEd62494043f,Wrapped SOL,SOL,berachain,kodiak,81723,86998.46,0xCE214367756fA4ff523289fc87c032Bc7a9abE70,1749824814000,138.2373,138.23,0xFCBD14DC51f0A4d49d5E53C2E0950e0bC26d0Dce,HONEY,18709.98
0x570A5D26f7765Ecb712C0924E4De545B89fD43dF,SOLANA,SOL,bsc,pancakeswap,207575762,865091.67,0x9F5a0AD81Fe7fD5dFb84EE7A0CFb83967359BD90,1693303207000,138.3912,138.39,0x55d398326f99059fF775485246999027B3197955,USDT,99636.08
0x2bcC6D6CdBbDC0a4071e48bb3B969b06B3330c07,Wrapped SOL,SOL,arbitrum,uniswap,10215805,82128.53,0xdaf544bCAB17E2dCD293C3Af28e67C7E8b5A49EE,1693729211000,0.04172,138.51,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,WETH,7538.03
0x311935Cd80B76769bF2ecC9D8Ab7635b2139cf82,Solana,SOL,base,pancakeswap,6906704,2767.27,0xbF9D262f0199Fea8BEF911175b1b313055aF4b1B,1764906493000,138.1495,138.14,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,USDC,16563.25
0x570A5D26f7765Ecb712C0924E4De545B89fD43dF,SOLANA,SOL,bsc,squadswap,207371644,129847.95,0x63bAA2f4aE6CffF08B9b4B58bA403ED6e15175B0,1747516152000,0.1532,138.25,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,250337.92
0x570A5D26f7765Ecb712C0924E4De545B89fD43dF,SOLANA,SOL,bsc,babyswap,207543448,186262.09,0xAe08C9D357731FD8d25681dE753551BE14C00405,1634228931000,138.3696,138.36,0x55d398326f99059fF775485246999027B3197955,USDT,15263.84
0x2bcC6D6CdBbDC0a4071e48bb3B969b06B3330c07,Wrapped SOL,SOL,arbitrum,pancakeswap,10200839,57546.68,0x1E59Fa2f0F4E34649Fae55222eaf4D730Ed35D95,1738306399000,0.04164,138.31,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,WETH,35463.07
0x570A5D26f7765Ecb712C0924E4De545B89fD43dF,SOLANA,SOL,bsc,pancakeswap,206805145,905002.7,0x1E4600929Edf7F36B4A7eAc4C7571057D82a246c,1681484535000,0.1531,137.87,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,24613.5
0x570A5D26f7765Ecb712C0924E4De545B89fD43dF,SOLANA,SOL,bsc,babyswap,207348651,214031.38,0x8abd16bCC9077A6C5eD834eC5bA43Ad03b9139dc,1638573051000,0.1532,138.23,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,6682.6
0x570A5D26f7765Ecb712C0924E4De545B89fD43dF,SOLANA,SOL,bsc,unchain-x,206798452,113254.59,0x3075aF6113BC0F1539b816f514d36B36Ca5217D1,1723165083000,0.1531,137.87,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,15013.82
0xfA54fF1a158B5189Ebba6ae130CEd6bbd3aEA76e,Wrapped SOL,SOL,bsc,uniswap,1225043,110606.76,0x25048028ad87484b7fCe99bc4e22Dcb6C3307470,1703411002000,0.1536,138.83,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,13306.62
0x570A5D26f7765Ecb712C0924E4De545B89fD43dF,SOLANA,SOL,bsc,pancakeswap,209326997,209731.01,0xa585Bf3F293dC86Ef78324A3bB992AE888254299,1682217271000,0.04203,139.55,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,7741.75
0x6982508145454Ce325dDbE47a25d4ec3d2311933,Pepe,PEPE,ethereum,uniswap,2037340702,36219526.34,0xA43fe16908251ee70EF74718545e4FE6C5cCEc9f,1681492871000,0.000000001484,0.000004923,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,2257826.4
0xc09C8242Eb21B24298303799Bb5Af402A2957777,Pepe on Monad,PEPE,monad,nad-fun,289663,41432.93,0x1c5f9A90Ff28f9d378b79A4ad400EC0C2bEaBCc5,1764013687000,0.01074,0.0002896,0x3bd359C1119dA7Da1D913D1C4D2B7c461115433A,WMON,30668.19
65aP2yHMZ6RxZpXn3iHhfBRnzCpwbZeVDTXAoi1gpump,PEPE,PEPE,solana,pumpswap,213569,59812.14,dUpSgU2QeEyGKVq9MLvdQXQP8KvGaPJdpvLm3jGNjUz,1762487299000,0.000001546,0.0002137,So11111111111111111111111111111111111111112,SOL,39831.52
0x52b492a33E447Cdb854c7FC19F1e57E8BfA1777D,BasedPepe,PEPE,base,uniswap,3075261,419375.56,0x0FB597D6cFE5bE0d5258A7f017599C2A4Ece34c7,1723143983000,0.000000000002276,0.000000007546,0x4200000000000000000000000000000000000006,WETH,12281.47
B5WTLaRwaUQpKk7ir1wniNB6m5o8GgMrimhKMYan2R6B,Pepe,Pepe,solana,raydium,465579,224928.86,FCEnSxyJfRSKsz6tASUENCsfGwKgkH6YuRn1AMmyHhZn,1716658709000,0.000003371,0.0004658,So11111111111111111111111111111111111111112,SOL,2669.72
0x1B71505D95Ab3e7234ed2239b8EC7aa65b94ae7B,PEPE,PEPE,pulsechain,pulsex,520851,53527.6,0x2A8F6137Ba7749560BB9e84b36CB2Ac9536d9e88,1738467285000,24.5447,0.0005209,0xA1077a294dDE1B09bB078844df40758a5D0f9a27,WPLS,10492.27
EkJuyYyD3to61CHVPJn6wHb7xANxvqApnVJ4o2SdBAGS,Pepe By Matt Furie,PEPE,solana,meteora,169018,37209.83,8Lvqv2jgNvcx1NDtMHd5Ahx8ZUjETfLwygq9MtDfPHxe,1754519172000,0.000001223,0.0001690,So11111111111111111111111111111111111111112,SOL,8479.55
0x52b492a33E447Cdb854c7FC19F1e57E8BfA1777D,BasedPepe,PEPE,base,quickswap,3205762,117534.36,0x4e7b4B8F4AAE334Bd5b6c8e00f030A84610198A1,1755024501000,0.000000000002298,0.000000007620,0x4200000000000000000000000000000000000006,WETH,8673.13
0x698DC45e4F10966f6D1D98e3bFd7071d8144C233,Pepe,PEPE,base,uniswap,225944,95947.36,0x76Fc8DbF2022EE75612cb74ec80caF6b3ccFfb23,1713818271000,0.0000000000001611,0.0000000005370,0x4200000000000000000000000000000000000006,WETH,723.53
2Zaq3WyDJj2ZkMcuqUiTBfAXCjqZtqihxcwUdwv9dyHA,PEPE,PEPE,solana,raydium,203931,69193.79,GdYgVJ6L5KEuiCkGcNXdaaoog4gFjeVPR2NJd3BFRYF5,1713027382000,0.000001657,0.0002372,So11111111111111111111111111111111111111112,SOL,821.68
F9CpWoyeBJfoRB8f2pBe2ZNPbPsEE76mWZWme3StsvHK,Pepe,PEPE,solana,raydium,139873,64618.25,4YcwqxR7eoH29rF2G7U9YmtzCt1n7tyHcywg3Emif85s,1674311403000,0.0002188,0.0002188,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,68.11
0x745912A153717AD7C151A6a06F2e31E420517777,Monad Pepe,Pepe,monad,nad-fun,16072,9434.8,0x119dDfd674019Fb17c17f11b22dfdCE2c36e4250,1763998130000,0.0005723,0.00001607,0x3bd359C1119dA7Da1D913D1C4D2B7c461115433A,WMON,26.71
0x80f45EaCF6537498ecc660e4e4A2D2F99e195Cf4,Pepe,PEPE,base,uniswap,103265,60619.4,0x01227583B488B1Ea8f518AE763D29Bf7FB89ef3d,1711950159000,0.00000003132,0.0001032,0x4200000000000000000000000000000000000006,WETH,10.95
