base_token,dex,name,network,pool_address,pool_created_at,price_usd,reserve_usd,volume_24h
0.0969818904404144,,VSN / USDC 0.01%,arbitrum,0x74b8bcadc831369ce75543e0d7517875af1c157d,2025-11-11T17:14:51Z,0.0969818904404144,1213388.5715,9295739.57904689
1.0016196315193,,USDC / WETH 0.01%,arbitrum,0x7fcdc35463e3770c2fb992716cd070b63540b947,2023-08-11T20:55:44Z,1.0016196315193,1146655.0486,19300888.6226027
1.00187028771644,,USDC / WETH 0.05%,arbitrum,0xc6962004f452be9203591991d15f6b388e09e8d0,2023-06-08T21:28:24Z,1.00187028771644,77503556.8978,216196509.04886
1.00160778581122,,USDC / WETH 0.01%,arbitrum,0xb1026b8e7276e7ac75410f1fcbbe21796e8f7526,2023-06-23T02:23:53Z,1.00160778581122,1149224.6907,9786083.53299168
1.00184691670273,,USDC / WETH 0.01%,arbitrum,0x6f38e884725a116c9c7fbf208e79fe8828a2595f,2023-06-10T16:44:01Z,1.00184691670273,860444.2693,6290374.56697535
3320.38,,WETH / USDT 0.05%,arbitrum,0x641c00a822e8b671738d32a431a4fb6074e5c79d,2022-02-07T15:10:40Z,3320.38,14112313.2759,56204114.2689223
3320.38,,WETH / USDT 0.01%,arbitrum,0x389938cf14be379217570d8e4619e51fbdafaa21,2023-08-13T11:14:42Z,3320.38,369140.2582,2284870.64285941
92685.6230585771,,WBTC / WETH 0.01%,arbitrum,0x4bfc22a4da7f31f8a912a79a7e44a822398b4390,2024-04-24T07:30:34Z,92685.6230585771,1521712.888,9947048.09461359
92681.9686035632,,WBTC / WETH 0.05%,arbitrum,0x2f5e87c9312fa29aed5c179e456625d79015299c,2022-02-07T15:13:14Z,92681.9686035632,73518856.0817,101954872.205705
1.00183829620615,,USDC / WETH 0.05%,arbitrum,0xd9e2a1a61b6e61b275cec326465d417e52c1b95c,2023-08-09T07:58:56Z,1.00183829620615,1073311.5068,2874147.67598281
3320.38,,ETH / USDC 0.05%,arbitrum,0x864abca0a6202dba5b8868772308da953ff125b0f95015adbf89aaf579e903a8,2025-01-30T00:55:56Z,3320.38,5436672.3385,11294092.4864273
0.00770674213929721,,RAIN / WETH 0.01%,arbitrum,0xd13040d4fe917ee704158cfcb3338dcd2838b245,2025-10-19T14:00:25Z,0.00770674213929721,2061092.6812,5404692.03752647
0.22304608552531,,ARB / USDC 0.05%,arbitrum,0xcda53b1f66614552f834ceef361a8d12a0b8dad8,2023-03-20T19:40:12Z,0.22304608552531,1180917.7178,3934892.15032116
1.00174066013681,,USDC / WETH 0.05%,arbitrum,0xf3eb87c1f6020982173c908e7eb31aa66c1f0296,2023-07-06T21:11:05Z,1.00174066013681,339032.7125,1445427.17839216
92680.0434682751,,WBTC / USDC 0.05%,arbitrum,0x80c735c5a0222241f211b3edb8df2ccefad94553ec18f1c29143f0399c78f500,2025-01-29T18:33:39Z,92680.0434682751,8582500.626,19688012.6714085
3320.38,,WETH / USDC 0.05%,arbitrum,0xc31e54c7a869b9fcbecc14363cf510d1c41fa443,2022-02-07T15:10:59Z,3320.38,2067862.604,2372363.93584658
92661.475705707,,WBTC / USDT 0.05%,arbitrum,0x5969efdde3cf5c0d9a88ae51e47d721096a97203,2022-09-17T07:00:12Z,92661.475705707,8806888.918,21316540.1395091
1.00187028771644,,USDC / WBTC 0.05%,arbitrum,0x0e4831319a50228b9e450861297ab92dee15b44f,2023-06-28T12:07:23Z,1.00187028771644,5853272.7802,10646456.9799569
3320.38,,WETH / USDT 0.05%,arbitrum,0x0bacc7a9717e70ea0da5ac075889bd87d4c81197,2023-08-14T12:29:48Z,3320.38,747409.9011,2466806.97934174
0.222966553851434,,ARB / WETH 0.05%,arbitrum,0xc6f780497a95e246eb9449f5e4770916dcd6396a,2023-03-17T01:49:14Z,0.222966553851434,3133358.6084,7927622.91967042
1.00173620196972,,USDC / ETH,arbitrum,0xde632c3a214d5f14c1d8ddf0b92f8bcd188fee45,2025-02-06T18:47:54Z,1.00173620196972,2390415.9385,5958577.05718565
1.00054679546434,,USDC / USDT,arbitrum,0xab05003a63d2f34ac7eec4670bca3319f0e3d2f62af5c2b9cbd69d03fd804fd2,2025-04-28T19:33:04Z,1.00054679546434,12139875.0728,31474009.2508481
0.123393746772302,,MAGIC / WETH 0.3%,arbitrum,0x59d72ddb29da32847a4665d08ffc8464a7185fae,2022-02-07T16:15:02Z,0.123393746772302,52345.2508,378151.305374874
0.222927129340783,,ARB / WETH 0.01%,arbitrum,0xe51635ae8136abac44906a8f230c2d235e9c195f,2023-06-23T02:30:49Z,0.222927129340783,174169.0064,896208.428921753
0.222872684875523,,ARB / USDC 0.025%,arbitrum,0xfae2ae0a9f87fd35b5b0e24b47bac796a7eefea1,2023-08-08T16:46:23Z,0.222872684875523,99324.5192,283910.140414753
92680.6930454969,,WBTC / WETH 0.009%,arbitrum,0xd845f7d4f4deb9ff5bcf09d140ef13718f6f6c71,2023-06-28T09:06:38Z,92680.6930454969,489774.3121,2186246.846453
0.000609031171449468,,MQEA / WETH 1%,arbitrum,0xf8de1e54f2f3cc27c9b4bbe197b05b60f8dc19a5,2025-12-04T00:30:15Z,0.000609031171449468,316458.8938,30145.8784738869
3320.38,,ETH / USDT 0.05%,arbitrum,0xe88bba0ec2fc9091d68344b32b504abcc59f0aa9e1ae2ef048b69bc7ec3f4df8,2025-01-30T13:13:46Z,3320.38,1556166.147,1445462.00228563
0.222929689921879,,ARB / USDC 0.05%,arbitrum,0xb0f6ca40411360c03d41c5ffc5f179b8403cdcf8,2023-06-08T21:38:33Z,0.222929689921879,438385.7869,781420.274840917
0.999084090092987,,USDC / USDT,arbitrum,0x3c0441b42195f4ad6aa9a0978e06096ea616cda7,2025-02-06T18:47:25Z,0.999084090092987,24399286.0923,28979627.6038114
92680.0434682751,,WBTC / USDC 0.01%,arbitrum,0x5a17cbf5f866bde11c28861a2742764fac0eba4b,2024-05-17T09:25:51Z,92680.0434682751,54681.346,1327989.15019568
1.00187028771644,,USDC / WBTC 0.05%,arbitrum,0x843ac8dc6d34aeb07a56812b8b36429ee46bdd07,2023-12-01T22:54:02Z,1.00187028771644,864986.8812,2256419.5488338
0.123435340230094,,MAGIC / WETH,arbitrum,0xb7e50106a5bd3cf21af210a755f9c8740890a8c9,2024-04-04T07:46:57Z,0.123435340230094,351294.8531,493944.077616562
0.122730263976162,,MAGIC / WETH 0.306%,arbitrum,0x1106db7165a8d4a8559b441ecdee14a5d5070dbc,2023-09-16T12:22:22Z,0.122730263976162,58168.6209,378620.407201513
0.217875228468557,,LAVA / WETH 0.05%,arbitrum,0x4f122edcd91af8cda38c3a87158afa8687bab57c,2024-07-30T10:59:04Z,0.217875228468557,866615.2145,602627.52533543
3320.38,,WETH / USDT 0.01%,arbitrum,0x7cccba38e2d959fe135e79aebb57ccb27b128358,2023-06-28T12:26:30Z,3320.38,80899.0665,180503.598072365
1.0018315433407,,USD+ / WETH 0.05%,arbitrum,0x421803da50d3932caa36bd1731d36a0e2af93542,2024-08-05T12:44:17Z,1.0018315433407,1360802.2927,1622701.64478852
1.00335374256951,,USDC / WETH 0.3%,arbitrum,0xc473e2aee3441bf9240be85eb122abb059a3b57c,2023-06-08T21:27:50Z,1.00335374256951,11428951.1673,6721894.20226607
0.223139661696024,,CAPX / USDC 0.01%,arbitrum,0xdf04fa6ee5e2dcf73f7edd0aa3a5f7f9a4a5f445,2025-11-05T06:32:54Z,0.223139661696024,1704922.1594,334911.323775284
1.00162835184788,,USDC / USDT,arbitrum,0xfc43aaf89a71acaa644842ee4219e8eb77657427,2023-06-14T20:07:55Z,1.00162835184788,3591.323,206172.075700288
0.0120503811955393,,RDNT / WETH 0.3%,arbitrum,0x446bf9748b4ea044dd759d9b9311c70491df8f29,2023-03-19T18:41:28Z,0.0120503811955393,11797.4657,79742.0048388416
0.222982463596721,,ARB / USDC 0.05%,arbitrum,0x7cc39a13b977532c0273b43e99a7c72bf21004edf58732036fa0044df3e20551,2025-02-02T05:19:34Z,0.222982463596721,1189145.9515,250734.69265471
92797.7814494218,,cbBTC / WBTC 0.01%,arbitrum,0x9b42809aaae8d088ee01fe637e948784730f0386,2024-11-21T10:02:20Z,92797.7814494218,1082974.8088,10047231.7948052
0.222746975688023,,ARB / WETH 0.01%,arbitrum,0x11d53ec50bc8f54b9357fbfe2a7de034fc00f8b3,2023-12-07T07:53:40Z,0.222746975688023,46671.2709,167931.531530227
2.34325325514789,,PENDLE / WETH 0.05%,arbitrum,0xb08a8794a5d3ccca3725d92964696858d3201909,2023-05-04T13:23:09Z,2.34325325514789,965649.1587,265639.316998944
1.01055786265425,,USD.a / USDT 0.05%,arbitrum,0x79596f576c37af77ad13e535e4c74774e9479078,2025-10-07T13:36:40Z,1.01055786265425,249099.2228,12426.8916755669
0.999489719268903,,US DT / USDT 0.01%,arbitrum,0x942797c4f0eac1c6ed808735474ec9d005f907b5,2025-07-30T01:25:45Z,0.999489719268903,32946.9033,16512.3653095397
0.223104560457757,,ARB / USDC 0.01%,arbitrum,0x3a63e393726640b33a78a3cac5e57fa6f35b69ed,2023-09-13T18:36:29Z,0.223104560457757,13894.0772,106770.485847792
0.072780100189719,,CORN / USDT 0.01%,arbitrum,0xdd9197c912db64ca7930d18113e66547c86cecac,2025-11-14T13:39:48Z,0.072780100189719,53297.7436,28465.1160730665
3320.43,,WETH / USDT 0.25%,arbitrum,0xaeab1336efc2bf74bc89fcf0e33e6013f3c8587e,2023-08-10T21:04:42Z,3320.43,11923.1525,6084.9184241302
3320.38,,ETH / WBTC 0.05%,arbitrum,0x8b3781471ab98774c59775df9cc505ce20b36afffd297aef2dc17daafce3b140,2025-01-31T20:51:38Z,3320.38,2591992.9537,1383897.41070842
0.999695826833191,,USDC / USDC,arbitrum,0xc86eb7b85807020b4548ee05b54bfc956eebbfcd,2023-06-23T02:17:44Z,0.999695826833191,981608.8432,2847271.37671723
3320.43,,WETH / USDC,arbitrum,0xb7236b927e03542ac3be0a054f2bea8868af9508,2024-07-30T04:47:43Z,3320.43,35122.3156,11600.9033830953
0.222951176276983,,ARB / USDC 0.05%,arbitrum,0x9ffca51d23ac7f7df82da414865ef1055e5afcc3,2023-08-11T02:43:53Z,0.222951176276983,62967.3543,108507.810060715
1.00229925584487,,UKSDT / USDT 0.01%,arbitrum,0x197edccb6e5eb8f39e8f9edd182098b642314678,2025-06-09T15:36:41Z,1.00229925584487,176.2503,12290.5709927639
3320.43,,WETH / USDT 0.01%,arbitrum,0x42161084d0672e1d3f26a9b53e653be2084ff19c,2023-03-08T11:17:57Z,3320.43,15468.3223,25742.5236283426
14.4676199656796,,LINK / WETH 0.05%,arbitrum,0x91308bc9ce8ca2db82aa30c65619856cc939d907,2022-09-05T20:12:13Z,14.4676199656796,264101.394,500727.581031993
0.0256815491150561,,ANT / USDC 0.3%,arbitrum,0xbf24f38243392a0b4b7a13d10dbf294f40ae401b,2025-02-11T13:57:37Z,0.0256815491150561,52065.3385,41787.3199270786
1.00137933883588,,USDC / WETH 0.05%,arbitrum,0x30afbcf9458c3131a6d051c621e307e6278e4110,2023-06-11T20:53:27Z,1.00137933883588,40538.1874,58316.340990388
0.223123235880394,,ARB / WBTC 0.3%,arbitrum,0x689c96ceab93f5e131631d225d75dea3fd37747e,2023-03-23T23:04:12Z,0.223123235880394,3411327.9949,2125540.64776736
1.00038682683144,,USDC / USDT,arbitrum,0x7f90122bf0700f9e7e1f688fe926940e8839f353,2022-07-26T09:52:14Z,1.00038682683144,3902059.7618,2117879.86808981
0.999060016720195,,USDC / USDT 0.01%,arbitrum,0xbe3ad6a5669dc0b8b12febc03608860c31e2eef6,2023-06-09T06:51:09Z,0.999060016720195,2471027.0053,1637261.4500512
0.998760209228858,,USD+ / USDC 0.01%,arbitrum,0x7548bd60cb8f627a9b8ed94f8ca174348dbe6a05,2024-07-23T12:38:55Z,0.998760209228858,111664.0691,556325.212317213
0.999856861714644,,USDT / WBTC / WETH,arbitrum,0x960ea3e3c7fb317332d990873d354e18d7645590,2022-07-26T09:47:01Z,0.999856861714644,926328.4122,208410.3819922552
0.223113795214485,,ARB / USDC 0.01%,arbitrum,0x616a2a065bfe53da48e83e7d709fb428aa3c9f5b,2023-06-21T17:54:36Z,0.223113795214485,9465.7393,39771.3401026835
0.829120551487365,,Up / USDT 0.3%,arbitrum,0xeeaa3e45c763c0c837c49fa014ca1cc179753077,2025-09-28T01:34:51Z,0.829120551487365,9962.8002,100037.9168949
3320.38,,ETH / USDC 0.05%,arbitrum,0x666a54b334aa7d6fd9bf4646ebf3af3dea24ae3897e6987b9971afed6878ab77,2025-02-01T17:10:59Z,3320.38,60462.7916,55675.5871141187
92661.475705707,,WBTC / USDT 0.01%,arbitrum,0xeaf03f385c642b02b5c563640bba7c4fbf96c27d,2024-07-17T04:57:25Z,92661.475705707,44156.7339,72753.6214301687
