base_token,dex,name,network,pool_address,pool_created_at,price_usd,reserve_usd,volume_24h
0.997825347613220787632264369316523789347901722,,USD1 / SOL,solana,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,2025-09-18T07:21:03Z,0.997825347613220787632264369316523789347901722,14344701.4874,26973601.2783295
0.00395990907954316710648473463291658517855701009714170714526321929,,Cys / SOL,solana,FeyJzgtBwcntLtCwub3BqzRquGkfs9onDBHC3hRJ1qxS,2025-12-09T15:47:01Z,0.00395990907954316710648473463291658517855701009714170714526321929,135340.5899,15404269.8010358
138.514569992167647081455178677,,SOL / USDT 0.01%,solana,3nMFwZXwY1s1M5s8vYAHqd4wGs4iSxXE4LRoUMMYqEgF,2024-02-11T02:50:00Z,138.514569992167647081455178677,1151331.6535,25149592.5977898
138.514569992167647081455178677,,SOL / USDC,solana,DJNtGuBGEQiUCWE8F981M2C3ZghZt2XLD8f2sQdZ6rsZ,2025-07-03T10:03:39Z,138.514569992167647081455178677,2472961.2653,59340414.7289948
0.0000139828395595327957977425401388044959215086549536019658565786104,,MEWTWO / SOL,solana,6ENUhkspdW6jR1ip2PybAq57Arv2thKycT8ixV9Hcyt4,2025-12-08T15:13:14Z,0.0000139828395595327957977425401388044959215086549536019658565786104,13530.8766,4080215.42871634
0.000000020142790703166866667202076934794840551991249,,YZi / SOL,solana,4GtTg8XdNLBo5WeUA9UfhFZhMG5PP19C81A6gDZD9WQR,2025-12-09T05:28:25Z,0.000000020142790703166866667202076934794840551991249,88.4141,10480151.8943639
0.0219727282169036682515402072018267114583508006902328805722867734,,Wet / SOL,solana,GkAAt2A6jH5DX3KtSLyn4NAq4HrqpgFejVkvAhZmmdk,2025-12-09T02:28:10Z,0.0219727282169036682515402072018267114583508006902328805722867734,0.0138,37772339.810566
0.000844040011845683877874188911542022912731912225719004197599698866,,US / SOL,solana,C5qtMHQdv14eJ54DmjQvA5uHhWyLvPdGPfoeUGAWAEc5,2025-12-09T15:09:37Z,0.000844040011845683877874188911542022912731912225719004197599698866,70601.3003,37422567.6556774
0.000000808253057898273170434694570923498849609161915,,Google Ai / SOL,solana,8CxbpbMbM2UTaMLLNobdpsae3RmmKjW6m9P2M6J8hUnT,2025-12-09T15:21:27Z,0.000000808253057898273170434694570923498849609161915,87.9154,10889342.9845698
0.00867937496905285915339590949611867832550204270906598074362260432,,Zaios / SOL,solana,87xWRLLoymNTydzDAwmbUXKEEXHHxXSraCCDR9VERdLw,2025-12-09T04:39:17Z,0.00867937496905285915339590949611867832550204270906598074362260432,325496.6585,12736714.0561557
0.00075705003661416924501227233667578176690190326,,WTFO / SOL,solana,FDGTcewAmNmW5ZnhjJ8yCnYgbnZudqSUZ8EH9ufr2BFY,2024-07-31T06:47:27Z,0.00075705003661416924501227233667578176690190326,107407.2918,44867.9884272533
0.000213885709148934879442622585160583115392378363021489392657953,,CIENTRO / SOL,solana,6MVqirMfNFGMTJv3FC1b8ecWXsmrCPsFKonWcoQPmZfp,2025-12-08T07:44:49Z,0.000213885709148934879442622585160583115392378363021489392657953,53483.0008,2731772.80706023
0.0460112691115407678030795190337996733453485779944955961101656224,,CRBRX / SOL,solana,AeJowSf5UwqSYZKRVajQuyVxo45gdHSMnYFC1RwTddEE,2025-12-09T15:53:48Z,0.0460112691115407678030795190337996733453485779944955961101656224,77490.3371,17435974.449129
138.514569992167647081455178677,,SOL / USDC 0.01%,solana,8sLbNZoA1cfnvMJLPfp98ZLAnFSYCFApfJKMbiXNLwxj,2024-02-08T02:04:35Z,138.514569992167647081455178677,1030918.6461,3726098.01724425
0.000303278697284784371055758235597136529490388647112336546281976824,,Night / SOL,solana,9QYpbKmKiXvThm4qpNeag7yFZaX7zLUTa4hYkDp8Bdpp,2025-12-09T05:58:16Z,0.000303278697284784371055758235597136529490388647112336546281976824,115789.4355,52831104.7644937
0.000000001094896136955236961960421019526396503213380794,,ZAMA / SOL,solana,BHxXL14LaKwmwL88xFSQ5usEv4ejBXygK9Jc4VQMfrW4,2025-12-09T15:00:20Z,0.000000001094896136955236961960421019526396503213380794,76.0434,9523276.41821175
0.0000000104208081505221458825497509502014794400144012,,ZAMA / SOL,solana,2hVjAk8rmZfbcoFpLPsShwZeGUkzBvHHj8jb9sDgR4HV,2025-12-09T01:04:24Z,0.0000000104208081505221458825497509502014794400144012,67.6388,8027586.43127532
3526.172284480224548460280866222662015690569632410943,,Night / SOL,solana,AxmBZQdC2QGRn6wqs9dXqsk7uVAoy4oxTshevjXgQwLa,2025-12-08T22:07:19Z,3526.172284480224548460280866222662015690569632410943,0.1798,7721741.729599
0.00148207736992636062025733469519231744100773601780288538995224875,,NVAI / SOL,solana,m4uubwvb4mRm354kMTx8ZwYaP96DShbcqmV9AKhj2Lf,2025-12-09T10:48:58Z,0.00148207736992636062025733469519231744100773601780288538995224875,121172.033,8092780.59836813
0.00000000249954007015734099280271371846883964668225832,,Grok Ai / SOL,solana,98qJtXhPYXXc2LahqbZ7R2KLeTEKyWekPfv6vW9gBKYN,2025-12-09T11:19:06Z,0.00000000249954007015734099280271371846883964668225832,60.7295,7136357.3444577
0.318303957770863665187594881243310305799161156,,pippin / SOL,solana,8WwcNqdZjCY5Pt7AkhupAFknV2txca9sq6YBkGzLbvdt,2024-11-09T20:27:41Z,0.318303957770863665187594881243310305799161156,11854414.737,32603067.1998492
1.001822379426430696798480407118761759186514682,,USDT / SOL,solana,22HUWiJaTNph96KQTKZVy2wg8KzfCems5nyW7E5H5J6w,2025-07-03T10:03:39Z,1.001822379426430696798480407118761759186514682,645118.0666,8712631.40916659
0.0022426995058019210246241139856569469670762539004986634212285868,,Wet / SOL,solana,Ev4ur7gHo8xL3m6Dz2YcuSBjJq4UtvZcqwgwmS3T6crM,2025-12-08T22:06:50Z,0.0022426995058019210246241139856569469670762539004986634212285868,0.0,18271282.1586989
0.0559738293810891126180940860543071856069456483450918046685487294,,Billy / SOL,solana,3SMJocvQbtTa9Z3uuFMme3AxZEG3yKordg1saujs7rSW,2025-12-09T16:03:55Z,0.0559738293810891126180940860543071856069456483450918046685487294,81362.665,15664737.3529983
0.000000000249701983390018621677354294058615996799134464,,Grok Ai / SOL,solana,ARwsNFWMpNmTP6HwGg5poS66rdqjwPDuMW8Q9Kfgihiu,2025-12-09T16:25:30Z,0.000000000249701983390018621677354294058615996799134464,52.6449,6696590.44320694
0.0180093335963402503287350610202039697508052584,,EFR / SOL,solana,AFT2PaCYfy93g47aTyG3wKu4KDEg2YMhUmwbdPDdcmCG,2025-09-22T21:01:00Z,0.0180093335963402503287350610202039697508052584,14376656.7886,8600356.24733907
0.000390509388817142463827451217360841450707809241629260305127853837,,NB / SOL,solana,FA53Ypx8HKfHhayYFnxSfz99rAZQu7CPDDXo57twnCxn,2025-12-09T14:45:38Z,0.000390509388817142463827451217360841450707809241629260305127853837,519098.8067,26423418.3052802
0.000000474501197342908439168583822355088786897836794,,Grok Ai / SOL,solana,BjvoL6Ffd62Wc4cVDXGS2NNb1yvetMMBkHLtLoWEzzJt,2025-12-09T01:05:53Z,0.000000474501197342908439168583822355088786897836794,58.8247,6694637.06510061
0.00000000556233745902720276245859410414782112223479002,,Grok Ai / SOL,solana,68wpa8Leo6m5Vv4xfrXPDfkqiKvQGv4PZ1pJdSQ7mnf9,2025-12-09T04:53:29Z,0.00000000556233745902720276245859410414782112223479002,48.8062,5768758.62903548
0.0000000023338089236682638366234328458280015080523057,,Google Ai / SOL,solana,4tqJr7jXwMiSCSGRG4nuxHN8xfGoJKvEqjhn9BoNSEGk,2025-12-09T06:34:38Z,0.0000000023338089236682638366234328458280015080523057,50.8908,6033553.99292345
138.51559504907090482649727195,,SOL / USDC,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,2023-07-05T14:34:02Z,138.51559504907090482649727195,37558247.7627,203662338.481857
0.000000000281991574276006786490924918663909795631372101,,CFTC / SOL,solana,D9y24s3i5kyYLdxmq59XyJKRajmu7cP7WsfftG6jUwN1,2025-12-08T22:47:24Z,0.000000000281991574276006786490924918663909795631372101,67.0101,7266764.57734332
0.00242254175643921368157510742289473860741354196820818171294569339,,Wet / SOL,solana,13pVt34D4GhLY5GtTNCDEGwNJNnbRYuVk81w7mK9cNS8,2025-12-09T10:42:36Z,0.00242254175643921368157510742289473860741354196820818171294569339,0.0,5910336.06742044
0.000546738058363912846645077719974044857908930611782274858574377744,,NIGHT / SOL,solana,5JP7TrK62pViPsebbfoPs8hFcxwCyPieKwReLA7A7BmY,2025-12-09T17:39:06Z,0.000546738058363912846645077719974044857908930611782274858574377744,690581.5378,47574248.9207209
0.000352681158931235447929987521401391645384576,,BRAIN / SOL,solana,2AvkRYW3vcit5DFJpdaQzkZ6vLpmexQWpP9f2KCrx4st,2024-05-10T17:17:17Z,0.000352681158931235447929987521401391645384576,58366.6072,136466.601788159
